Date,District,Rainfall_mm,Groundwater_Level_mbgl,Reservoir_Level_pct,Extraction Borewells,Recharge Borewells,Groundwater Stress Classification,Net Groundwater Change MLD,Groundwater Recovery MLD,Groundwater Extraction MLD
3/17/2025,Rajkot,0.3,20.16,33,385,26,Critical,-44.87,1.33,46.2
3/18/2025,Rajkot,0,19.45,26.6,385,26,Warning,-44.9,1.3,46.2
3/19/2025,Rajkot,0,19.94,34,385,26,Warning,-44.9,1.3,46.2
3/20/2025,Rajkot,0,20.28,25,385,26,Critical,-44.9,1.3,46.2
3/21/2025,Rajkot,0,19.9,33.9,385,26,Warning,-44.9,1.3,46.2
3/22/2025,Rajkot,0,19.05,29.5,385,26,Warning,-44.9,1.3,46.2
3/23/2025,Rajkot,0,20.48,25.2,385,26,Critical,-44.9,1.3,46.2
3/24/2025,Rajkot,0,19.46,28.2,385,26,Warning,-44.9,1.3,46.2
3/25/2025,Rajkot,0,20.41,25.7,385,26,Critical,-44.9,1.3,46.2
3/26/2025,Rajkot,0,19.13,26.1,385,26,Warning,-44.9,1.3,46.2
3/27/2025,Rajkot,0,20.28,29.2,385,26,Critical,-44.9,1.3,46.2
3/28/2025,Rajkot,0,19.91,32.5,385,26,Warning,-44.9,1.3,46.2
3/29/2025,Rajkot,0,20.71,29.5,385,26,Critical,-44.9,1.3,46.2
3/30/2025,Rajkot,0,20.47,29.3,385,26,Critical,-44.9,1.3,46.2
3/31/2025,Rajkot,0,20.09,29.4,385,26,Critical,-44.9,1.3,46.2
4/1/2025,Rajkot,0,19.6,26.4,385,26,Warning,-44.9,1.3,46.2
4/2/2025,Rajkot,0,19.18,32.6,385,26,Warning,-44.9,1.3,46.2
4/3/2025,Rajkot,0,19.55,27.3,385,26,Warning,-44.9,1.3,46.2
4/4/2025,Rajkot,0,20.26,31,385,26,Critical,-44.9,1.3,46.2
4/5/2025,Rajkot,0,19.77,37.7,385,26,Warning,-44.9,1.3,46.2
4/6/2025,Rajkot,0,19.81,36.5,385,26,Warning,-44.9,1.3,46.2
4/7/2025,Rajkot,0,20.31,41.2,385,26,Critical,-44.9,1.3,46.2
4/8/2025,Rajkot,0,19.81,28.8,385,26,Warning,-44.9,1.3,46.2
4/9/2025,Rajkot,0,20.5,23.4,385,26,Critical,-44.9,1.3,46.2
4/10/2025,Rajkot,0,19.39,35.3,385,26,Warning,-44.9,1.3,46.2
4/11/2025,Rajkot,0,20.11,31.2,385,26,Critical,-44.9,1.3,46.2
4/12/2025,Rajkot,0,19.21,31.6,385,26,Warning,-44.9,1.3,46.2
4/13/2025,Rajkot,0,19.94,33,385,26,Warning,-44.9,1.3,46.2
4/14/2025,Rajkot,0,19.64,22.3,385,26,Warning,-44.9,1.3,46.2
4/15/2025,Rajkot,0,18.77,36.4,385,26,Warning,-44.9,1.3,46.2
4/16/2025,Rajkot,0,19.5,23.6,385,26,Warning,-44.9,1.3,46.2
4/17/2025,Rajkot,0,20.03,35.6,385,26,Critical,-44.9,1.3,46.2
4/18/2025,Rajkot,0,19.43,35.3,385,26,Warning,-44.9,1.3,46.2
4/19/2025,Rajkot,0,19.89,31.9,385,26,Warning,-44.9,1.3,46.2
4/20/2025,Rajkot,0,19.96,43.3,385,26,Warning,-44.9,1.3,46.2
4/21/2025,Rajkot,0.5,19.71,33.3,385,26,Warning,-44.85,1.35,46.2
4/22/2025,Rajkot,0,19.89,42.1,385,26,Warning,-44.9,1.3,46.2
4/23/2025,Rajkot,0,19.06,32.7,385,26,Warning,-44.9,1.3,46.2
4/24/2025,Rajkot,0,19.93,29.9,385,26,Warning,-44.9,1.3,46.2
4/25/2025,Rajkot,0,19.29,29.6,385,26,Warning,-44.9,1.3,46.2
4/26/2025,Rajkot,0,20.03,18.4,385,26,Critical,-44.9,1.3,46.2
4/27/2025,Rajkot,0,19.42,32,385,26,Warning,-44.9,1.3,46.2
4/28/2025,Rajkot,0,19.42,27.6,385,26,Warning,-44.9,1.3,46.2
4/29/2025,Rajkot,0,19.37,34.5,385,26,Warning,-44.9,1.3,46.2
4/30/2025,Rajkot,0,19.28,39.5,385,26,Warning,-44.9,1.3,46.2
5/1/2025,Rajkot,0,19.63,25.7,385,26,Warning,-44.9,1.3,46.2
5/2/2025,Rajkot,0,18.53,32.7,385,26,Warning,-44.9,1.3,46.2
5/3/2025,Rajkot,0,19.25,27.7,385,26,Warning,-44.9,1.3,46.2
5/4/2025,Rajkot,0,18.81,38.4,385,26,Warning,-44.9,1.3,46.2
5/5/2025,Rajkot,0,18.99,26,385,26,Warning,-44.9,1.3,46.2
5/6/2025,Rajkot,0,18.41,28.8,385,26,Warning,-44.9,1.3,46.2
5/7/2025,Rajkot,0,18.57,22.1,385,26,Warning,-44.9,1.3,46.2
5/8/2025,Rajkot,0,19.46,26.1,385,26,Warning,-44.9,1.3,46.2
5/9/2025,Rajkot,0,17.98,34.5,385,26,Warning,-44.9,1.3,46.2
5/10/2025,Rajkot,0,18.96,27.3,385,26,Warning,-44.9,1.3,46.2
5/11/2025,Rajkot,0,19.64,30.5,385,26,Warning,-44.9,1.3,46.2
5/12/2025,Rajkot,0,18.64,27,385,26,Warning,-44.9,1.3,46.2
5/13/2025,Rajkot,0,18.82,27.2,385,26,Warning,-44.9,1.3,46.2
5/14/2025,Rajkot,0,18.98,20.2,385,26,Warning,-44.9,1.3,46.2
5/15/2025,Rajkot,0,19.23,23.2,385,26,Warning,-44.9,1.3,46.2
5/16/2025,Rajkot,0,18.16,23.9,385,26,Warning,-44.9,1.3,46.2
5/17/2025,Rajkot,0,17.72,20.6,385,26,Warning,-44.9,1.3,46.2
5/18/2025,Rajkot,0,17.89,25.9,385,26,Warning,-44.9,1.3,46.2
5/19/2025,Rajkot,0,17.98,30,385,26,Warning,-44.9,1.3,46.2
5/20/2025,Rajkot,0,17.68,29.3,385,26,Warning,-44.9,1.3,46.2
5/21/2025,Rajkot,0,18.47,39.3,385,26,Warning,-44.9,1.3,46.2
5/22/2025,Rajkot,0,18.98,32.3,385,26,Warning,-44.9,1.3,46.2
5/23/2025,Rajkot,0,18.25,32.2,385,26,Warning,-44.9,1.3,46.2
5/24/2025,Rajkot,0,17.99,32.8,385,26,Warning,-44.9,1.3,46.2
5/25/2025,Rajkot,0,18.22,28.1,385,26,Warning,-44.9,1.3,46.2
5/26/2025,Rajkot,0,19.08,28.9,385,26,Warning,-44.9,1.3,46.2
5/27/2025,Rajkot,7.9,18.08,19.1,385,26,Warning,-44.11,2.09,46.2
5/28/2025,Rajkot,0,17.25,24,385,26,Warning,-44.9,1.3,46.2
5/29/2025,Rajkot,0,17.02,27.7,385,26,Warning,-44.9,1.3,46.2
5/30/2025,Rajkot,0,16.71,25.3,385,26,Warning,-44.9,1.3,46.2
5/31/2025,Rajkot,0,17.35,27.4,385,26,Warning,-44.9,1.3,46.2
6/1/2025,Rajkot,26.4,16.92,52.2,385,26,Warning,-42.26,3.94,46.2
6/2/2025,Rajkot,14.9,17.86,57.3,385,26,Warning,-43.41,2.79,46.2
6/3/2025,Rajkot,0,16.98,52.2,385,26,Warning,-44.9,1.3,46.2
6/4/2025,Rajkot,64.5,16.32,50.3,385,26,Warning,-38.45,7.75,46.2
6/5/2025,Rajkot,9.9,16.06,49,385,26,Warning,-43.91,2.29,46.2
6/6/2025,Rajkot,0,17.53,51,385,26,Warning,-44.9,1.3,46.2
6/7/2025,Rajkot,17,17.18,58,385,26,Warning,-43.2,3,46.2
6/8/2025,Rajkot,0,16.84,56.2,385,26,Warning,-44.9,1.3,46.2
6/9/2025,Rajkot,0,16.73,56.6,385,26,Warning,-44.9,1.3,46.2
6/10/2025,Rajkot,21.9,16.71,52.1,385,26,Warning,-42.71,3.49,46.2
6/11/2025,Rajkot,35.4,16.93,58.5,385,26,Warning,-41.36,4.84,46.2
6/12/2025,Rajkot,0,17.31,52.5,385,26,Warning,-44.9,1.3,46.2
6/13/2025,Rajkot,22.9,16.52,54.2,385,26,Warning,-42.61,3.59,46.2
6/14/2025,Rajkot,0,15.39,59.8,385,26,Warning,-44.9,1.3,46.2
6/15/2025,Rajkot,45.9,16.35,48.5,385,26,Warning,-40.31,5.89,46.2
6/16/2025,Rajkot,14,16.38,53.2,385,26,Warning,-43.5,2.7,46.2
6/17/2025,Rajkot,33,16,46.4,385,26,Warning,-41.6,4.6,46.2
6/18/2025,Rajkot,0,16.69,53.6,385,26,Warning,-44.9,1.3,46.2
6/19/2025,Rajkot,0,15.44,56.8,385,26,Warning,-44.9,1.3,46.2
6/20/2025,Rajkot,11.2,16.79,52.9,385,26,Warning,-43.78,2.42,46.2
6/21/2025,Rajkot,22.9,15.43,54.6,385,26,Warning,-42.61,3.59,46.2
6/22/2025,Rajkot,15.7,15.52,48.5,385,26,Warning,-43.33,2.87,46.2
6/23/2025,Rajkot,12.4,15.54,48.9,385,26,Warning,-43.66,2.54,46.2
6/24/2025,Rajkot,19.1,15.77,45.7,385,26,Warning,-42.99,3.21,46.2
6/25/2025,Rajkot,0,15.91,53.3,385,26,Warning,-44.9,1.3,46.2
6/26/2025,Rajkot,0,15.9,50.7,385,26,Warning,-44.9,1.3,46.2
6/27/2025,Rajkot,22,16.57,48.3,385,26,Warning,-42.7,3.5,46.2
6/28/2025,Rajkot,17.7,15.27,59.3,385,26,Warning,-43.13,3.07,46.2
6/29/2025,Rajkot,7.1,15.74,54.4,385,26,Warning,-44.19,2.01,46.2
6/30/2025,Rajkot,9.7,14.62,56.8,385,26,Warning,-43.93,2.27,46.2
7/1/2025,Rajkot,0,14.83,57,385,26,Warning,-44.9,1.3,46.2
7/2/2025,Rajkot,2.7,15.57,59.1,385,26,Warning,-44.63,1.57,46.2
7/3/2025,Rajkot,0,14.94,54.4,385,26,Warning,-44.9,1.3,46.2
7/4/2025,Rajkot,5.9,14.96,54.6,385,26,Warning,-44.31,1.89,46.2
7/5/2025,Rajkot,15.7,14.24,56.1,385,26,Warning,-43.33,2.87,46.2
7/6/2025,Rajkot,0,14.82,51,385,26,Warning,-44.9,1.3,46.2
7/7/2025,Rajkot,0,14.81,55.6,385,26,Warning,-44.9,1.3,46.2
7/8/2025,Rajkot,21,15.13,60.6,385,26,Warning,-42.8,3.4,46.2
7/9/2025,Rajkot,11.1,14.39,55.4,385,26,Warning,-43.79,2.41,46.2
7/10/2025,Rajkot,10.5,14.29,53.4,385,26,Warning,-43.85,2.35,46.2
7/11/2025,Rajkot,13.7,13.81,55.5,385,26,Warning,-43.53,2.67,46.2
7/12/2025,Rajkot,7.8,14.27,57.3,385,26,Warning,-44.12,2.08,46.2
7/13/2025,Rajkot,16.8,14.54,55.5,385,26,Warning,-43.22,2.98,46.2
7/14/2025,Rajkot,0,13.55,52.1,385,26,Warning,-44.9,1.3,46.2
7/15/2025,Rajkot,0,13.23,55.4,385,26,Warning,-44.9,1.3,46.2
7/16/2025,Rajkot,7.5,13.27,57.8,385,26,Warning,-44.15,2.05,46.2
7/17/2025,Rajkot,0,13.65,53.7,385,26,Warning,-44.9,1.3,46.2
7/18/2025,Rajkot,3.9,13.81,54.7,385,26,Warning,-44.51,1.69,46.2
7/19/2025,Rajkot,27.8,13.67,56.3,385,26,Warning,-42.12,4.08,46.2
7/20/2025,Rajkot,52.5,13.16,44,385,26,Warning,-39.65,6.55,46.2
7/21/2025,Rajkot,27.3,13.99,68.2,385,26,Warning,-42.17,4.03,46.2
7/22/2025,Rajkot,0,13.85,50.5,385,26,Warning,-44.9,1.3,46.2
7/23/2025,Rajkot,61.9,12.05,45,385,26,Warning,-38.71,7.49,46.2
7/24/2025,Rajkot,15.3,12.66,55.6,385,26,Warning,-43.37,2.83,46.2
7/25/2025,Rajkot,5.3,12.93,49.9,385,26,Warning,-44.37,1.83,46.2
7/26/2025,Rajkot,0,12.28,55.6,385,26,Warning,-44.9,1.3,46.2
7/27/2025,Rajkot,27.5,12.07,57.1,385,26,Warning,-42.15,4.05,46.2
7/28/2025,Rajkot,2.5,13.52,59.6,385,26,Warning,-44.65,1.55,46.2
7/29/2025,Rajkot,34.7,12.4,51.7,385,26,Warning,-41.43,4.77,46.2
7/30/2025,Rajkot,14.5,12.33,67,385,26,Warning,-43.45,2.75,46.2
7/31/2025,Rajkot,0,12.23,59.1,385,26,Warning,-44.9,1.3,46.2
8/1/2025,Rajkot,23.8,12.22,60.9,385,26,Warning,-42.52,3.68,46.2
8/2/2025,Rajkot,0,11.81,59.9,385,26,Warning,-44.9,1.3,46.2
8/3/2025,Rajkot,26.2,12.28,51.8,385,26,Warning,-42.28,3.92,46.2
8/4/2025,Rajkot,15,12.74,57.3,385,26,Warning,-43.4,2.8,46.2
8/5/2025,Rajkot,0,12.13,62.4,385,26,Warning,-44.9,1.3,46.2
8/6/2025,Rajkot,16.8,12.44,59.7,385,26,Warning,-43.22,2.98,46.2
8/7/2025,Rajkot,17.9,12.09,57.8,385,26,Warning,-43.11,3.09,46.2
8/8/2025,Rajkot,0,12.43,59,385,26,Warning,-44.9,1.3,46.2
8/9/2025,Rajkot,27.3,12.19,64.3,385,26,Warning,-42.17,4.03,46.2
8/10/2025,Rajkot,14.5,11.5,52.9,385,26,Warning,-43.45,2.75,46.2
8/11/2025,Rajkot,0,12.1,72.2,385,26,Warning,-44.9,1.3,46.2
8/12/2025,Rajkot,25.4,11.45,54.6,385,26,Warning,-42.36,3.84,46.2
8/13/2025,Rajkot,3.7,11.87,52.1,385,26,Warning,-44.53,1.67,46.2
8/14/2025,Rajkot,54.4,11.66,56.3,385,26,Warning,-39.46,6.74,46.2
8/15/2025,Rajkot,17.5,12.56,60.1,385,26,Warning,-43.15,3.05,46.2
8/16/2025,Rajkot,0,11.92,61.7,385,26,Warning,-44.9,1.3,46.2
8/17/2025,Rajkot,37.5,11.87,62.3,385,26,Warning,-41.15,5.05,46.2
8/18/2025,Rajkot,33.2,11.4,53.5,385,26,Warning,-41.58,4.62,46.2
8/19/2025,Rajkot,0,11.36,53.1,385,26,Warning,-44.9,1.3,46.2
8/20/2025,Rajkot,27.9,10.3,55,385,26,Warning,-42.11,4.09,46.2
8/21/2025,Rajkot,21.2,11.31,55.9,385,26,Warning,-42.78,3.42,46.2
8/22/2025,Rajkot,11.8,11.25,52.1,385,26,Warning,-43.72,2.48,46.2
8/23/2025,Rajkot,14.7,11.4,65.7,385,26,Warning,-43.43,2.77,46.2
8/24/2025,Rajkot,7,10.89,58.3,385,26,Warning,-44.2,2,46.2
8/25/2025,Rajkot,24.6,11.35,60.3,385,26,Warning,-42.44,3.76,46.2
8/26/2025,Rajkot,0,11.54,63.7,385,26,Warning,-44.9,1.3,46.2
8/27/2025,Rajkot,14.4,10.93,66.9,385,26,Warning,-43.46,2.74,46.2
8/28/2025,Rajkot,33.3,10.98,60.8,385,26,Warning,-41.57,4.63,46.2
8/29/2025,Rajkot,55,10.74,56.5,385,26,Warning,-39.4,6.8,46.2
8/30/2025,Rajkot,0,10.29,61.3,385,26,Warning,-44.9,1.3,46.2
8/31/2025,Rajkot,70.3,10.39,63.1,385,26,Warning,-37.87,8.33,46.2
9/1/2025,Rajkot,7.1,10.21,67.4,385,26,Warning,-44.19,2.01,46.2
9/2/2025,Rajkot,18.3,10.28,62.2,385,26,Warning,-43.07,3.13,46.2
9/3/2025,Rajkot,39.4,10.73,56.4,385,26,Warning,-40.96,5.24,46.2
9/4/2025,Rajkot,31.4,10.82,69.7,385,26,Warning,-41.76,4.44,46.2
9/5/2025,Rajkot,9.4,10.72,62.1,385,26,Warning,-43.96,2.24,46.2
9/6/2025,Rajkot,54.7,10.4,55.2,385,26,Warning,-39.43,6.77,46.2
9/7/2025,Rajkot,8.9,11.18,63.7,385,26,Warning,-44.01,2.19,46.2
9/8/2025,Rajkot,0,9.87,59.7,385,26,Warning,-44.9,1.3,46.2
9/9/2025,Rajkot,0,10.07,60.3,385,26,Warning,-44.9,1.3,46.2
9/10/2025,Rajkot,0,10.77,58.1,385,26,Warning,-44.9,1.3,46.2
9/11/2025,Rajkot,18.6,10.23,69.3,385,26,Warning,-43.04,3.16,46.2
9/12/2025,Rajkot,0,10.85,71.2,385,26,Warning,-44.9,1.3,46.2
9/13/2025,Rajkot,12.5,10.33,58.6,385,26,Warning,-43.65,2.55,46.2
9/14/2025,Rajkot,13.4,10.47,72.8,385,26,Warning,-43.56,2.64,46.2
9/15/2025,Rajkot,42.5,10.13,60.3,385,26,Warning,-40.65,5.55,46.2
9/16/2025,Rajkot,0,9.89,62.7,385,26,Warning,-44.9,1.3,46.2
9/17/2025,Rajkot,0,9.77,61.6,385,26,Warning,-44.9,1.3,46.2
9/18/2025,Rajkot,0,9.33,70.7,385,26,Warning,-44.9,1.3,46.2
9/19/2025,Rajkot,8.4,10.86,74.6,385,26,Warning,-44.06,2.14,46.2
9/20/2025,Rajkot,21.3,10.48,55,385,26,Warning,-42.77,3.43,46.2
9/21/2025,Rajkot,25.1,10.84,57.3,385,26,Warning,-42.39,3.81,46.2
9/22/2025,Rajkot,24.2,9.51,64.7,385,26,Warning,-42.48,3.72,46.2
9/23/2025,Rajkot,22.8,9.77,61.3,385,26,Warning,-42.62,3.58,46.2
9/24/2025,Rajkot,0,10.73,59.4,385,26,Warning,-44.9,1.3,46.2
9/25/2025,Rajkot,19.2,9.93,60.7,385,26,Warning,-42.98,3.22,46.2
9/26/2025,Rajkot,0,9.65,67,385,26,Warning,-44.9,1.3,46.2
9/27/2025,Rajkot,36.7,9.84,61.4,385,26,Warning,-41.23,4.97,46.2
9/28/2025,Rajkot,0,10.34,64.6,385,26,Warning,-44.9,1.3,46.2
9/29/2025,Rajkot,0,10.29,57.7,385,26,Warning,-44.9,1.3,46.2
9/30/2025,Rajkot,19.9,9.69,62.3,385,26,Warning,-42.91,3.29,46.2
10/1/2025,Rajkot,0,10.08,19.5,385,26,Warning,-44.9,1.3,46.2
10/2/2025,Rajkot,0,10.33,24.5,385,26,Warning,-44.9,1.3,46.2
10/3/2025,Rajkot,0,9.63,17.4,385,26,Warning,-44.9,1.3,46.2
10/4/2025,Rajkot,0,9.83,21.1,385,26,Warning,-44.9,1.3,46.2
10/5/2025,Rajkot,0,10.33,13.8,385,26,Warning,-44.9,1.3,46.2
10/6/2025,Rajkot,0,9.77,13.6,385,26,Warning,-44.9,1.3,46.2
10/7/2025,Rajkot,0,10.67,14.8,385,26,Warning,-44.9,1.3,46.2
10/8/2025,Rajkot,0,9.73,12.8,385,26,Warning,-44.9,1.3,46.2
10/9/2025,Rajkot,0,10.13,15,385,26,Warning,-44.9,1.3,46.2
10/10/2025,Rajkot,0,10.43,20.6,385,26,Warning,-44.9,1.3,46.2
10/11/2025,Rajkot,0,10.08,17.7,385,26,Warning,-44.9,1.3,46.2
10/12/2025,Rajkot,0,10.31,21.4,385,26,Warning,-44.9,1.3,46.2
10/13/2025,Rajkot,0,10.14,13,385,26,Warning,-44.9,1.3,46.2
10/14/2025,Rajkot,0,10.21,20.4,385,26,Warning,-44.9,1.3,46.2
10/15/2025,Rajkot,0,10.76,12.3,385,26,Warning,-44.9,1.3,46.2
10/16/2025,Rajkot,0,9.95,15,385,26,Warning,-44.9,1.3,46.2
10/17/2025,Rajkot,0,10.87,16.3,385,26,Warning,-44.9,1.3,46.2
10/18/2025,Rajkot,0,10.51,11.2,385,26,Warning,-44.9,1.3,46.2
10/19/2025,Rajkot,0,10.41,20,385,26,Warning,-44.9,1.3,46.2
10/20/2025,Rajkot,0,11.16,14.8,385,26,Warning,-44.9,1.3,46.2
10/21/2025,Rajkot,0,10.3,10.8,385,26,Warning,-44.9,1.3,46.2
10/22/2025,Rajkot,0,10.16,23.5,385,26,Warning,-44.9,1.3,46.2
10/23/2025,Rajkot,0,10.32,5.4,385,26,Warning,-44.9,1.3,46.2
10/24/2025,Rajkot,0,9.95,13.7,385,26,Warning,-44.9,1.3,46.2
10/25/2025,Rajkot,0,9.74,13.7,385,26,Warning,-44.9,1.3,46.2
10/26/2025,Rajkot,0,11.1,16,385,26,Warning,-44.9,1.3,46.2
10/27/2025,Rajkot,0,10.77,17.1,385,26,Warning,-44.9,1.3,46.2
10/28/2025,Rajkot,0,10.84,24.5,385,26,Warning,-44.9,1.3,46.2
10/29/2025,Rajkot,0,10.02,19.3,385,26,Warning,-44.9,1.3,46.2
10/30/2025,Rajkot,0,10.38,12.3,385,26,Warning,-44.9,1.3,46.2
10/31/2025,Rajkot,0,10.56,6.9,385,26,Warning,-44.9,1.3,46.2
11/1/2025,Rajkot,0,10.31,16.4,385,26,Warning,-44.9,1.3,46.2
11/2/2025,Rajkot,0,10.8,13.9,385,26,Warning,-44.9,1.3,46.2
11/3/2025,Rajkot,0,10.1,17.7,385,26,Warning,-44.9,1.3,46.2
11/4/2025,Rajkot,0,10.99,8.4,385,26,Warning,-44.9,1.3,46.2
11/5/2025,Rajkot,0,11.22,15.7,385,26,Warning,-44.9,1.3,46.2
11/6/2025,Rajkot,0,10.72,13.6,385,26,Warning,-44.9,1.3,46.2
11/7/2025,Rajkot,0,10.62,17.5,385,26,Warning,-44.9,1.3,46.2
11/8/2025,Rajkot,3.2,11.43,20.3,385,26,Warning,-44.58,1.62,46.2
11/9/2025,Rajkot,0,11.33,11.6,385,26,Warning,-44.9,1.3,46.2
11/10/2025,Rajkot,3.1,12.01,16.3,385,26,Warning,-44.59,1.61,46.2
11/11/2025,Rajkot,0,11.41,10.3,385,26,Warning,-44.9,1.3,46.2
11/12/2025,Rajkot,0,11.6,8.7,385,26,Warning,-44.9,1.3,46.2
11/13/2025,Rajkot,0,11.95,17.7,385,26,Warning,-44.9,1.3,46.2
11/14/2025,Rajkot,0,11.33,17.7,385,26,Warning,-44.9,1.3,46.2
11/15/2025,Rajkot,0,12,14.4,385,26,Warning,-44.9,1.3,46.2
11/16/2025,Rajkot,0,11.24,6,385,26,Warning,-44.9,1.3,46.2
11/17/2025,Rajkot,0,11.75,27.6,385,26,Warning,-44.9,1.3,46.2
11/18/2025,Rajkot,0,11.99,11.5,385,26,Warning,-44.9,1.3,46.2
11/19/2025,Rajkot,0,11.71,19.6,385,26,Warning,-44.9,1.3,46.2
11/20/2025,Rajkot,0,11.54,15.3,385,26,Warning,-44.9,1.3,46.2
11/21/2025,Rajkot,0,11.69,16.1,385,26,Warning,-44.9,1.3,46.2
11/22/2025,Rajkot,0,12,23.7,385,26,Warning,-44.9,1.3,46.2
11/23/2025,Rajkot,0,12.7,12.6,385,26,Warning,-44.9,1.3,46.2
11/24/2025,Rajkot,0,12.07,13.7,385,26,Warning,-44.9,1.3,46.2
11/25/2025,Rajkot,0,12.63,13.9,385,26,Warning,-44.9,1.3,46.2
11/26/2025,Rajkot,0,12.09,8.8,385,26,Warning,-44.9,1.3,46.2
11/27/2025,Rajkot,0,12.53,9.9,385,26,Warning,-44.9,1.3,46.2
11/28/2025,Rajkot,0,12.89,8.3,385,26,Warning,-44.9,1.3,46.2
11/29/2025,Rajkot,0,12.57,3.4,385,26,Warning,-44.9,1.3,46.2
11/30/2025,Rajkot,2.9,12.83,13.5,385,26,Warning,-44.61,1.59,46.2
12/1/2025,Rajkot,0,12.81,3,385,26,Warning,-44.9,1.3,46.2
12/2/2025,Rajkot,0,12.51,21.4,385,26,Warning,-44.9,1.3,46.2
12/3/2025,Rajkot,0,12.46,13.1,385,26,Warning,-44.9,1.3,46.2
12/4/2025,Rajkot,0,13.17,12.3,385,26,Warning,-44.9,1.3,46.2
12/5/2025,Rajkot,0,12.65,12.6,385,26,Warning,-44.9,1.3,46.2
12/6/2025,Rajkot,3.4,12.74,14,385,26,Warning,-44.56,1.64,46.2
12/7/2025,Rajkot,0,13.4,12,385,26,Warning,-44.9,1.3,46.2
12/8/2025,Rajkot,5.3,12.68,5.3,385,26,Warning,-44.37,1.83,46.2
12/9/2025,Rajkot,1.2,12.15,12.4,385,26,Warning,-44.78,1.42,46.2
12/10/2025,Rajkot,0,12.9,12.1,385,26,Warning,-44.9,1.3,46.2
12/11/2025,Rajkot,0,12.95,7.7,385,26,Warning,-44.9,1.3,46.2
12/12/2025,Rajkot,0,14.1,14.4,385,26,Warning,-44.9,1.3,46.2
12/13/2025,Rajkot,0,13.74,12.8,385,26,Warning,-44.9,1.3,46.2
12/14/2025,Rajkot,0,13.45,5.7,385,26,Warning,-44.9,1.3,46.2
12/15/2025,Rajkot,0,14.04,6.8,385,26,Warning,-44.9,1.3,46.2
12/16/2025,Rajkot,0,12.99,8.3,385,26,Warning,-44.9,1.3,46.2
12/17/2025,Rajkot,0,14.55,8.4,385,26,Warning,-44.9,1.3,46.2
12/18/2025,Rajkot,0,12.89,4.8,385,26,Warning,-44.9,1.3,46.2
12/19/2025,Rajkot,0,13.61,11.2,385,26,Warning,-44.9,1.3,46.2
12/20/2025,Rajkot,0,13.54,7.2,385,26,Warning,-44.9,1.3,46.2
12/21/2025,Rajkot,0,13.79,9.1,385,26,Warning,-44.9,1.3,46.2
12/22/2025,Rajkot,0,14.63,11.1,385,26,Warning,-44.9,1.3,46.2
12/23/2025,Rajkot,0,13.93,6.5,385,26,Warning,-44.9,1.3,46.2
12/24/2025,Rajkot,3.4,13.86,10,385,26,Warning,-44.56,1.64,46.2
12/25/2025,Rajkot,0,14.6,11.7,385,26,Warning,-44.9,1.3,46.2
12/26/2025,Rajkot,0,14.76,9.3,385,26,Warning,-44.9,1.3,46.2
12/27/2025,Rajkot,0,14.33,16.2,385,26,Warning,-44.9,1.3,46.2
12/28/2025,Rajkot,0,14.38,19.9,385,26,Warning,-44.9,1.3,46.2
12/29/2025,Rajkot,0,14.86,10.5,385,26,Warning,-44.9,1.3,46.2
12/30/2025,Rajkot,0,15.39,10.4,385,26,Warning,-44.9,1.3,46.2
12/31/2025,Rajkot,0,14.63,39.3,385,26,Warning,-44.9,1.3,46.2
1/1/2020,Jamnagar,0,14.41,43.8,457,27,Warning,-53.49,1.35,54.84
1/2/2020,Jamnagar,0,15.48,38.1,457,27,Warning,-53.49,1.35,54.84
1/3/2020,Jamnagar,0,15.36,39.7,457,27,Warning,-53.49,1.35,54.84
1/4/2020,Jamnagar,0,16.08,42.4,457,27,Warning,-53.49,1.35,54.84
1/5/2020,Jamnagar,0,16.42,45.3,457,27,Warning,-53.49,1.35,54.84
1/6/2020,Jamnagar,0,15.81,40.4,457,27,Warning,-53.49,1.35,54.84
1/7/2020,Jamnagar,0,16.3,45.3,457,27,Warning,-53.49,1.35,54.84
1/8/2020,Jamnagar,0,14.45,45,457,27,Warning,-53.49,1.35,54.84
1/9/2020,Jamnagar,0,15.86,41.3,457,27,Warning,-53.49,1.35,54.84
1/10/2020,Jamnagar,0,15.2,44.6,457,27,Warning,-53.49,1.35,54.84
1/11/2020,Jamnagar,0,15.71,50.1,457,27,Warning,-53.49,1.35,54.84
1/12/2020,Jamnagar,0,15.82,45.4,457,27,Warning,-53.49,1.35,54.84
1/13/2020,Jamnagar,1,16.75,32.5,457,27,Warning,-53.39,1.45,54.84
1/14/2020,Jamnagar,0,16.66,36.2,457,27,Warning,-53.49,1.35,54.84
1/15/2020,Jamnagar,0,16.37,40.9,457,27,Warning,-53.49,1.35,54.84
1/16/2020,Jamnagar,2.9,15.58,50.3,457,27,Warning,-53.2,1.64,54.84
1/17/2020,Jamnagar,0,16.4,36.6,457,27,Warning,-53.49,1.35,54.84
1/18/2020,Jamnagar,0,16.16,40.7,457,27,Warning,-53.49,1.35,54.84
1/19/2020,Jamnagar,0,17.19,36.5,457,27,Warning,-53.49,1.35,54.84
1/20/2020,Jamnagar,0,16.95,40.6,457,27,Warning,-53.49,1.35,54.84
1/21/2020,Jamnagar,0,16.81,37.6,457,27,Warning,-53.49,1.35,54.84
1/22/2020,Jamnagar,0,16.98,39.1,457,27,Warning,-53.49,1.35,54.84
1/23/2020,Jamnagar,0,16.99,40,457,27,Warning,-53.49,1.35,54.84
